Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Garage Cars,Garage Area,SalePrice,Exter Qual_TA,Foundation_PConc,Bsmt Qual_Ex,Kitchen Qual_Ex,Kitchen Qual_TA
4,1910,2000,0.0,560.0,796,1346,1,1.0,384.0,112000,True,False,False,False,True
4,1955,1955,0.0,768.0,768,768,1,1.0,355.0,125000,True,False,False,False,True
4,1955,1955,0.0,864.0,864,864,1,2.0,528.0,79275,True,False,False,False,True
4,1954,1954,0.0,948.0,948,948,1,1.0,280.0,119000,True,False,False,False,True
6,1914,1995,0.0,1440.0,1440,3395,2,0.0,0.0,200000,False,False,False,False,False
5,1923,1950,0.0,1296.0,1296,2592,2,0.0,0.0,150000,True,True,False,False,True
6,1923,1996,0.0,602.0,900,1502,1,1.0,180.0,165000,True,True,False,False,False
5,1926,1950,0.0,768.0,789,789,1,1.0,200.0,96500,True,False,False,False,True
5,1926,1950,0.0,1290.0,1422,1422,1,1.0,352.0,136500,True,True,False,False,True
6,1921,2005,0.0,651.0,759,1298,2,1.0,240.0,146500,True,False,False,False,True
5,1937,1950,252.0,731.0,981,1768,1,1.0,240.0,175000,True,False,False,False,False
7,1930,1995,0.0,531.0,567,1098,1,1.0,216.0,148500,True,False,False,False,True
6,1921,1950,0.0,585.0,851,1436,1,1.0,228.0,141500,True,False,False,False,True
7,1918,1998,0.0,912.0,912,1426,1,1.0,216.0,189950,False,False,False,False,False
6,1926,1991,0.0,686.0,686,1461,1,1.0,225.0,135000,True,False,False,False,True
7,1941,1950,0.0,918.0,918,1646,2,1.0,240.0,164000,True,False,False,False,True
5,1913,2002,0.0,440.0,694,694,1,1.0,352.0,90350,True,True,False,False,False
5,1910,2003,0.0,661.0,661,1250,2,2.0,552.0,139000,True,True,False,False,True
5,1938,1950,0.0,920.0,954,954,1,1.0,240.0,119750,True,True,False,False,False
6,1946,1950,423.0,979.0,979,1958,2,2.0,492.0,145000,True,False,False,False,True
5,1949,1950,0.0,1001.0,1001,2002,2,3.0,871.0,145000,True,False,False,False,True
7,1927,1992,0.0,851.0,867,1718,2,2.0,264.0,238000,True,False,False,False,False
5,1951,1951,0.0,0.0,1226,1226,1,2.0,400.0,153500,True,False,False,False,True
6,1918,1950,0.0,1370.0,1370,2624,2,3.0,864.0,239000,True,False,False,False,True
4,1930,2003,0.0,930.0,1230,1755,2,1.0,231.0,188000,True,False,False,False,False
6,1932,1950,480.0,854.0,1096,1991,1,2.0,432.0,220000,True,False,False,False,True
5,1941,1950,0.0,728.0,760,1355,2,2.0,528.0,140000,True,False,False,False,True
8,1932,1994,0.0,853.0,1549,2727,2,2.0,440.0,315000,False,False,False,False,False
6,1945,2002,0.0,1028.0,1436,2320,2,1.0,180.0,259500,True,False,False,False,False
6,1957,2004,106.0,1477.0,1839,1839,2,2.0,416.0,257500,True,True,False,False,False
7,1940,1984,0.0,800.0,960,1740,1,1.0,240.0,219500,True,False,False,False,True
6,1953,1953,184.0,1809.0,2259,2259,2,2.0,450.0,217000,True,False,False,False,False
6,1960,1960,423.0,1560.0,1560,1560,1,2.0,580.0,201000,True,False,False,False,True
6,1968,1968,0.0,1488.0,1488,1488,2,2.0,552.0,215000,True,True,False,False,True
6,1980,1980,0.0,516.0,529,1045,1,2.0,462.0,123900,True,False,False,False,True
4,1995,1996,0.0,1680.0,1680,1680,2,2.0,628.0,170000,True,True,False,False,False
8,1988,1988,0.0,1004.0,1020,1020,1,2.0,509.0,200000,True,False,False,False,True
7,1971,1971,652.0,1696.0,1696,1696,2,2.0,625.0,198000,True,False,False,False,True
6,1957,1975,0.0,2035.0,2515,2515,3,2.0,484.0,200624,False,True,False,False,True
8,1986,1986,0.0,279.0,2726,2726,2,2.0,691.0,315000,False,False,False,False,False
5,1919,2005,0.0,793.0,997,1517,2,0.0,0.0,115000,True,False,False,False,False
6,1940,1950,0.0,720.0,720,1215,1,2.0,720.0,141000,True,False,False,False,False
5,1941,1950,0.0,720.0,803,803,1,2.0,360.0,87000,True,False,False,False,True
5,1925,2003,0.0,936.0,936,1601,2,0.0,0.0,129850,False,False,False,False,True
4,1939,1950,0.0,732.0,772,1123,1,1.0,264.0,100000,True,True,False,False,True
5,1923,1999,0.0,859.0,942,1828,2,0.0,0.0,150909,True,False,False,False,False
5,1922,1950,0.0,816.0,816,816,1,1.0,100.0,75200,True,False,False,False,True
6,1920,1950,0.0,1012.0,1012,1012,1,1.0,308.0,118400,True,False,False,False,True
5,1920,1950,0.0,961.0,1077,1077,1,1.0,338.0,67000,True,False,False,False,True
5,1950,1950,0.0,910.0,910,1558,1,1.0,282.0,152000,True,False,False,False,True
2,1939,1950,0.0,0.0,640,845,1,1.0,256.0,68104,True,False,False,False,True
5,1895,2006,0.0,957.0,1034,1991,2,0.0,0.0,119600,True,False,False,False,True
4,1957,1980,0.0,1073.0,1073,1073,1,2.0,720.0,140000,True,False,False,False,True
5,1930,2007,0.0,837.0,1001,1001,1,1.0,216.0,124900,False,False,False,False,False
8,2006,2007,481.0,1573.0,1625,1625,2,2.0,538.0,235000,False,True,False,False,False
6,1979,1979,0.0,1001.0,1299,1299,2,2.0,486.0,183500,True,False,False,False,False
6,1978,1978,0.0,888.0,912,912,1,2.0,470.0,156000,True,False,False,False,True
6,1983,1983,0.0,1084.0,1080,1080,1,2.0,484.0,134000,True,True,False,False,True
5,2002,2002,166.0,1441.0,1392,1392,2,3.0,650.0,215000,False,True,False,False,False
7,2002,2002,0.0,1409.0,1409,1409,1,2.0,576.0,245000,False,True,False,False,False
7,1991,1992,0.0,1454.0,1478,1478,2,2.0,506.0,210000,True,True,False,False,True
7,1975,1975,50.0,852.0,918,918,1,1.0,360.0,148000,True,False,False,False,True
6,1974,1974,0.0,970.0,1026,1026,1,2.0,528.0,143000,True,False,False,False,True
7,1987,1987,352.0,1501.0,1501,1501,2,2.0,512.0,244000,False,False,False,False,False
7,1998,1998,239.0,1502.0,1502,1502,1,1.0,286.0,330000,False,True,False,False,False
5,1959,1959,0.0,1350.0,1328,1328,1,1.0,308.0,170000,True,False,False,False,True
6,1958,1995,1224.0,585.0,2279,2279,2,2.0,461.0,257000,True,False,False,False,False
7,2006,2007,0.0,1689.0,1689,1689,2,2.0,433.0,231713,False,True,False,False,False
8,2006,2007,0.0,1546.0,1564,1564,2,2.0,502.0,267300,False,True,False,True,False
8,2006,2006,32.0,1476.0,1484,1484,2,2.0,472.0,265900,False,True,False,True,False
8,2007,2007,80.0,1571.0,1571,1571,2,3.0,722.0,239000,False,True,False,False,False
8,2006,2007,274.0,1638.0,1646,1646,2,3.0,870.0,248900,False,True,False,False,False
7,1985,1985,0.0,1265.0,1240,1240,2,2.0,528.0,174000,True,False,False,False,False
7,1990,1991,117.0,1156.0,1187,1717,2,2.0,400.0,187500,False,False,False,False,False
6,1996,1997,42.0,872.0,888,1756,2,2.0,422.0,204000,False,True,True,False,True
8,2001,2001,86.0,1267.0,1312,1312,2,2.0,471.0,180500,False,True,True,False,False
7,2003,2003,442.0,868.0,1146,1146,2,2.0,438.0,187500,False,True,True,False,False
8,2002,2002,886.0,1922.0,1922,1922,2,3.0,692.0,282000,False,True,False,False,False
6,1996,1996,203.0,1491.0,1491,1491,2,2.0,571.0,178000,False,True,True,False,True
8,2002,2003,236.0,1616.0,1629,1629,2,3.0,808.0,270000,False,True,False,False,False
7,2003,2004,94.0,1122.0,1146,2486,3,2.0,452.0,279900,False,True,False,False,False
5,1963,1963,226.0,1572.0,1572,1572,1,3.0,995.0,186700,True,False,False,False,True
8,2006,2007,100.0,1732.0,1776,1776,2,3.0,712.0,283463,False,True,True,False,False
8,2005,2006,245.0,1094.0,1133,2482,2,3.0,642.0,281213,False,True,False,False,False
5,2007,2007,0.0,1120.0,1120,1120,1,0.0,0.0,147000,True,True,False,False,True
3,1953,1953,0.0,0.0,2034,2034,1,4.0,1041.0,130000,True,False,False,False,True
6,1996,1997,134.0,920.0,936,936,0,2.0,460.0,140000,True,True,True,False,True
4,1963,1963,0.0,1064.0,1040,1040,1,2.0,648.0,132250,True,True,False,False,True
5,1967,1967,0.0,1632.0,1632,1632,2,2.0,576.0,143000,True,False,False,False,True
4,1961,1975,149.0,1249.0,1622,1622,1,4.0,1356.0,168000,True,False,False,False,True
5,1976,1976,0.0,1040.0,1060,1060,1,2.0,572.0,129900,True,True,False,False,True
5,1976,1976,0.0,1142.0,1142,1142,1,2.0,528.0,134000,True,True,False,False,True
4,1972,1972,0.0,546.0,546,1092,1,1.0,253.0,85500,True,False,False,False,True
4,1970,1970,0.0,530.0,530,992,1,1.0,297.0,106500,True,False,False,False,True
4,1970,1970,189.0,546.0,546,1092,1,0.0,0.0,93900,True,False,False,False,True
4,1970,1970,80.0,546.0,546,1092,1,1.0,286.0,75000,True,False,False,False,True
4,1970,1970,0.0,630.0,630,630,1,0.0,0.0,84500,True,False,False,False,True
4,1976,1976,0.0,546.0,546,1092,1,1.0,286.0,75190,True,False,False,False,True
6,1976,1976,0.0,1029.0,1062,1062,1,2.0,539.0,146800,True,True,False,False,True
5,1977,1977,144.0,923.0,1008,1008,1,2.0,678.0,153500,True,True,False,False,False
6,1977,1977,0.0,1244.0,1356,1356,2,2.0,528.0,188000,True,True,False,False,True
5,1977,1994,0.0,1160.0,1676,1676,1,2.0,672.0,196000,True,True,False,False,False
5,1977,1977,0.0,716.0,716,1432,1,2.0,531.0,157000,True,True,False,False,True
5,1971,1971,0.0,796.0,796,796,1,0.0,0.0,138000,True,False,False,False,True
5,1970,1970,0.0,768.0,768,768,1,2.0,624.0,129500,True,False,False,False,True
4,1961,1961,198.0,1396.0,1608,1608,1,1.0,444.0,80000,True,False,False,False,True
4,1982,2006,0.0,845.0,845,845,1,2.0,360.0,129500,True,False,False,False,True
5,1976,2003,0.0,1090.0,1178,1178,1,2.0,502.0,135000,True,True,False,False,True
5,1982,1982,0.0,816.0,816,816,1,1.0,264.0,124500,True,False,False,False,True
5,1983,1983,0.0,816.0,816,816,1,1.0,264.0,139000,True,False,False,False,True
5,1991,1992,0.0,974.0,974,974,1,0.0,0.0,93500,True,True,False,False,True
5,1984,1984,0.0,864.0,887,887,1,1.0,288.0,124500,True,False,False,False,True
6,1954,1954,28.0,1178.0,1293,1293,2,2.0,452.0,149900,True,False,False,False,True
6,1956,1956,244.0,1008.0,1024,1024,1,1.0,313.0,157500,True,False,False,False,False
5,1957,1957,302.0,1617.0,1797,1797,1,3.0,963.0,169000,True,False,False,False,True
6,1957,1957,902.0,1705.0,1390,1390,1,2.0,550.0,252000,True,False,False,True,False
7,1969,1969,434.0,1851.0,1851,1851,2,2.0,506.0,192100,True,False,False,False,True
6,1997,1998,0.0,813.0,813,1525,2,2.0,400.0,183500,True,True,False,False,True
7,1997,1997,285.0,964.0,993,2236,2,2.0,642.0,222000,True,True,False,False,False
6,1995,1995,0.0,781.0,781,1671,2,2.0,423.0,170000,True,True,False,False,True
6,1995,1996,0.0,691.0,691,1498,2,2.0,409.0,187500,True,True,False,False,True
6,1996,1996,0.0,821.0,821,1776,2,2.0,443.0,202000,True,True,False,False,True
6,1997,1997,0.0,802.0,802,1511,2,2.0,413.0,185000,True,True,False,False,True
7,2005,2006,456.0,1392.0,1392,2462,2,2.0,576.0,320000,False,True,False,False,False
7,2006,2006,27.0,1670.0,1670,1670,2,3.0,690.0,240000,False,True,False,False,False
8,2005,2005,216.0,1074.0,1074,2064,2,2.0,527.0,250000,False,True,False,False,False
8,2005,2005,0.0,893.0,901,1801,2,3.0,800.0,239900,False,True,False,False,False
7,2005,2006,248.0,1700.0,1700,2212,2,3.0,773.0,309000,False,True,False,False,False
7,2006,2006,0.0,868.0,887,2021,2,2.0,422.0,274725,False,True,True,False,False
8,1994,1994,0.0,2062.0,2079,2687,2,2.0,618.0,270000,False,True,False,False,False
6,1993,1994,112.0,1160.0,1169,1169,2,2.0,402.0,183500,True,True,False,False,True
6,1993,1994,112.0,697.0,697,1501,2,2.0,420.0,165600,True,True,False,False,False
7,1998,1998,0.0,935.0,955,1632,2,2.0,462.0,176500,True,True,False,False,True
8,1987,1987,0.0,1191.0,1204,1204,2,2.0,461.0,130000,True,False,False,False,True
7,1987,1987,0.0,1064.0,1064,1767,2,2.0,504.0,239000,False,True,False,False,False
8,1985,1985,0.0,1742.0,1742,1742,2,2.0,564.0,275000,False,True,False,False,False
5,1948,1950,0.0,0.0,1547,2320,2,2.0,672.0,169000,True,False,False,False,True
5,1955,1955,0.0,1056.0,1056,1056,1,2.0,572.0,145000,True,False,False,False,True
9,2005,2005,230.0,1714.0,1714,1714,2,2.0,517.0,318000,False,True,True,False,False
8,2005,2006,238.0,1814.0,1826,1826,2,3.0,758.0,319000,False,True,False,False,False
7,1984,1998,0.0,1208.0,1621,1621,2,2.0,440.0,202500,False,False,False,False,False
7,1988,1988,178.0,1204.0,1377,2183,2,3.0,786.0,229000,False,True,False,False,False
7,1977,1994,34.0,795.0,1468,2263,2,2.0,539.0,235000,True,False,False,False,False
6,1976,1976,120.0,796.0,790,1574,2,2.0,566.0,190000,True,True,False,False,True
6,1980,1980,130.0,988.0,1102,1102,1,2.0,582.0,169000,True,False,False,False,True
7,1988,1988,102.0,1845.0,1872,1872,2,2.0,604.0,241500,True,False,False,False,True
7,1978,1978,68.0,945.0,945,1857,2,2.0,482.0,188900,True,False,False,False,True
6,1980,1980,157.0,1686.0,1686,1686,2,2.0,612.0,207500,True,False,False,False,True
7,1978,1978,184.0,1392.0,1392,2784,3,2.0,564.0,250000,True,False,False,False,False
6,1975,1975,0.0,713.0,811,1552,2,2.0,434.0,179900,True,False,False,False,True
7,1976,1976,252.0,1047.0,1083,1083,1,2.0,596.0,172000,False,False,True,False,True
7,2005,2006,0.0,960.0,960,2318,2,2.0,541.0,294323,False,True,False,False,False
6,1975,2000,248.0,675.0,1109,1875,3,2.0,485.0,184500,True,False,False,False,False
5,1975,1975,0.0,1056.0,1074,1074,1,2.0,495.0,153500,True,False,False,False,True
7,1976,1976,0.0,832.0,832,1664,2,2.0,528.0,162900,True,True,False,False,True
6,1974,1999,99.0,1040.0,1309,1309,1,2.0,484.0,181000,True,False,False,False,False
6,1974,1974,176.0,1103.0,1103,1103,2,2.0,462.0,155000,True,False,False,False,True
5,1969,1969,0.0,1096.0,1096,1096,1,1.0,299.0,138800,True,False,False,False,True
4,1970,1970,0.0,864.0,864,864,1,1.0,280.0,116050,True,False,False,False,True
4,1971,1971,0.0,858.0,858,858,1,0.0,0.0,88000,True,False,False,False,True
4,1971,1971,0.0,864.0,874,874,1,2.0,576.0,97500,True,False,False,False,True
6,2002,2002,0.0,1487.0,1419,1419,2,2.0,543.0,190000,False,True,False,False,False
6,1973,1973,514.0,525.0,525,1092,1,2.0,440.0,105500,True,False,False,False,True
5,1973,1973,200.0,765.0,765,1365,1,2.0,440.0,125500,True,False,False,False,False
6,1973,1973,408.0,483.0,483,987,1,1.0,264.0,83000,True,False,False,False,True
6,1972,1972,380.0,494.0,494,1030,1,1.0,264.0,116000,True,False,False,False,True
6,1971,1971,236.0,672.0,672,1218,1,0.0,0.0,91500,True,False,False,False,True
6,1972,1972,281.0,672.0,672,1218,1,1.0,264.0,118000,True,False,False,False,True
6,1972,1972,504.0,483.0,483,948,1,1.0,264.0,89000,True,False,False,False,True
6,1972,1972,504.0,525.0,525,1092,1,1.0,264.0,108000,True,False,False,False,True
6,1972,1972,297.0,483.0,483,987,1,1.0,288.0,94500,True,False,False,False,True
6,1975,1975,0.0,1069.0,1069,1069,2,2.0,440.0,146300,True,False,False,False,True
5,1967,1975,0.0,943.0,1387,1387,1,1.0,300.0,145000,True,False,False,False,True
5,1967,1967,0.0,864.0,900,900,1,1.0,288.0,123000,True,False,False,False,True
7,1976,1976,0.0,1055.0,1055,1055,2,1.0,319.0,137500,True,False,False,False,True
6,1976,1976,0.0,855.0,855,1456,2,2.0,460.0,144000,True,False,False,False,True
9,2004,2005,66.0,1980.0,1980,1980,2,3.0,770.0,315000,False,True,True,True,False
8,2004,2004,232.0,1618.0,1618,1618,2,3.0,880.0,252000,False,True,False,False,False
7,2006,2006,206.0,1721.0,1740,1740,2,3.0,874.0,293000,False,True,True,False,False
9,2004,2005,378.0,1833.0,1850,1850,2,3.0,772.0,326000,False,True,True,False,False
8,2005,2006,380.0,1158.0,1158,2376,3,3.0,853.0,325300,False,True,True,False,False
8,2004,2005,132.0,1117.0,1132,2452,3,3.0,691.0,309000,False,True,True,False,False
9,2005,2006,525.0,1090.0,1117,2206,2,3.0,670.0,300000,False,True,False,True,False
8,2005,2005,178.0,1030.0,1038,2098,2,3.0,878.0,275500,False,True,False,True,False
9,2005,2006,385.0,1606.0,1625,2091,2,2.0,521.0,338500,False,True,True,True,False
8,2006,2006,0.0,1054.0,1054,2389,2,3.0,672.0,298236,False,True,True,False,False
8,2005,2006,142.0,1524.0,1544,2358,2,3.0,784.0,329900,False,True,True,True,False
8,2006,2006,788.0,1085.0,1120,1970,2,3.0,753.0,281000,False,True,False,True,False
8,2005,2005,280.0,1058.0,1058,1904,2,2.0,736.0,275000,False,True,False,True,False
8,2004,2004,112.0,1420.0,1426,1914,2,3.0,746.0,279000,False,True,False,False,False
7,2005,2005,240.0,1364.0,1364,1364,2,2.0,484.0,185850,False,True,False,False,False
9,2005,2005,278.0,1560.0,1565,1565,2,2.0,556.0,282500,False,True,True,True,False
7,2005,2006,94.0,1368.0,1368,1368,2,2.0,474.0,202500,False,True,False,False,False
7,2005,2006,94.0,1368.0,1368,1368,2,2.0,474.0,202665,False,True,False,False,False
9,2006,2006,518.0,1686.0,1686,1686,2,3.0,899.0,332200,False,True,True,True,False
9,2006,2006,572.0,1666.0,1666,1666,2,2.0,575.0,310090,False,True,True,False,False
7,2003,2003,163.0,1405.0,1405,1405,2,2.0,478.0,171750,False,True,False,False,False
6,2005,2006,0.0,1316.0,1316,1316,2,2.0,397.0,169990,False,True,False,False,False
6,2005,2006,0.0,728.0,728,1456,2,2.0,390.0,170440,False,True,False,False,False
7,2006,2006,0.0,738.0,738,1492,2,2.0,440.0,169985,False,True,False,False,False
7,2006,2006,0.0,654.0,664,1496,2,2.0,426.0,179665,False,True,False,False,False
7,2006,2006,0.0,879.0,879,1863,2,3.0,660.0,219210,False,True,False,False,False
6,2006,2006,0.0,1326.0,1326,1326,2,2.0,427.0,174190,False,True,False,False,False
6,2006,2006,0.0,728.0,728,1456,2,2.0,429.0,172785,False,True,False,False,True
8,2004,2005,236.0,1052.0,1052,2373,2,3.0,632.0,258000,False,True,False,False,False
7,2006,2006,0.0,738.0,738,1492,2,2.0,440.0,185101,False,True,False,False,False
7,2006,2006,14.0,1220.0,1364,1364,2,2.0,437.0,210250,False,True,False,False,False
7,2003,2004,18.0,1374.0,1557,1557,2,2.0,420.0,234000,False,True,False,False,False
8,2003,2003,40.0,1273.0,1456,1456,2,2.0,400.0,215000,False,True,False,False,False
7,2002,2002,40.0,1368.0,1511,1511,2,2.0,398.0,246990,False,True,False,False,False
7,2004,2004,18.0,1375.0,1414,1414,2,2.0,398.0,178740,False,True,False,False,False
7,2004,2004,18.0,1365.0,1548,1548,2,2.0,388.0,225000,False,True,False,False,False
7,2005,2006,16.0,1248.0,1248,1248,2,2.0,438.0,167240,False,True,False,False,False
7,2005,2006,14.0,1142.0,1142,1142,2,2.0,440.0,156820,False,True,False,False,False
7,2005,2005,145.0,1362.0,1506,1506,2,2.0,440.0,213490,False,True,False,False,False
8,2006,2006,0.0,1520.0,1567,1567,2,3.0,648.0,264561,False,True,False,True,False
7,2006,2006,45.0,1356.0,1500,1500,2,3.0,648.0,246578,False,True,False,False,False
5,2005,2005,0.0,732.0,734,1838,2,2.0,372.0,192140,False,True,False,False,True
6,2002,2003,0.0,783.0,807,1509,2,2.0,393.0,183200,False,True,False,False,False
8,2004,2004,0.0,707.0,707,1414,2,2.0,403.0,178000,False,True,True,False,False
7,2004,2005,0.0,848.0,848,1598,2,2.0,433.0,201490,False,True,False,False,False
8,2000,2000,40.0,1406.0,1454,1936,2,2.0,504.0,230500,False,True,False,False,False
7,2003,2003,0.0,783.0,807,1509,2,2.0,393.0,180000,False,True,False,False,False
6,2000,2000,0.0,953.0,953,1664,2,2.0,460.0,172400,True,True,False,False,True
6,2000,2000,0.0,982.0,1008,1889,2,2.0,431.0,215000,True,True,False,False,True
7,1998,1999,0.0,930.0,956,1886,2,2.0,431.0,199900,False,True,False,False,False
6,2000,2000,0.0,959.0,959,1671,2,2.0,472.0,173000,True,True,False,False,True
7,2006,2006,0.0,1035.0,1082,2322,3,3.0,617.0,287602,False,True,False,False,False
7,1999,1999,302.0,975.0,1005,2291,2,2.0,429.0,230000,False,True,False,False,False
8,1998,1998,242.0,1044.0,1079,1976,2,3.0,885.0,286000,False,True,False,False,False
8,2000,2000,322.0,1160.0,1205,2234,2,3.0,768.0,300000,False,True,False,False,False
8,1998,1998,530.0,1086.0,1086,1924,2,2.0,592.0,280000,False,True,False,False,False
8,1998,1998,650.0,1141.0,1165,2263,2,2.0,420.0,258000,False,True,False,False,False
8,1994,1995,501.0,1290.0,1305,2494,2,3.0,803.0,321000,False,True,False,False,False
8,1994,1994,391.0,1165.0,1203,2526,2,3.0,844.0,290000,False,True,False,False,False
8,1993,1993,420.0,1286.0,1565,2799,2,3.0,704.0,315000,False,True,False,False,False
8,2005,2006,192.0,1100.0,1116,1964,2,2.0,760.0,252000,False,True,False,False,False
8,2006,2006,0.0,1670.0,1670,1670,2,3.0,928.0,336820,False,True,True,False,False
8,2006,2006,420.0,1660.0,1660,1660,2,2.0,500.0,290000,False,True,True,False,False
7,2005,2005,228.0,1616.0,1616,1616,2,3.0,834.0,232000,False,True,False,False,False
8,2006,2006,60.0,1504.0,1504,1504,2,2.0,510.0,199000,False,True,False,False,False
8,2006,2006,0.0,1278.0,1278,1278,2,2.0,584.0,198600,False,True,False,False,False
8,2006,2006,0.0,1489.0,1489,1489,2,2.0,776.0,232600,False,True,False,False,False
8,2006,2006,0.0,1095.0,1095,1939,2,3.0,1053.0,266000,False,True,False,False,False
7,2005,2006,0.0,756.0,756,1553,2,2.0,615.0,186500,False,True,False,False,False
6,2005,2005,0.0,858.0,858,1716,2,2.0,615.0,200825,False,True,False,False,False
7,2006,2006,0.0,770.0,778,1576,2,2.0,614.0,197000,False,True,False,False,False
6,2006,2006,68.0,1262.0,1262,1262,2,2.0,572.0,185000,False,True,False,False,False
7,2005,2005,0.0,1257.0,1266,1266,2,2.0,453.0,176000,False,True,False,False,False
7,2006,2006,0.0,1293.0,1301,1301,2,2.0,572.0,187750,False,True,False,False,False
6,2005,2005,0.0,1142.0,1142,1142,1,0.0,0.0,139500,True,True,False,False,False
7,2005,2006,118.0,1400.0,1400,1400,2,2.0,612.0,186800,False,True,False,False,False
6,2005,2006,0.0,1131.0,1131,1131,1,0.0,0.0,132000,True,True,False,False,False
6,2005,2005,0.0,1141.0,1141,1141,1,2.0,484.0,142500,False,True,False,False,True
6,2004,2004,0.0,1158.0,1158,1158,1,2.0,576.0,158000,True,True,False,False,False
7,2005,2005,172.0,891.0,891,1686,2,2.0,462.0,184000,False,True,False,False,False
7,2005,2005,96.0,784.0,831,1585,2,2.0,449.0,184900,False,True,False,False,False
6,1997,1998,0.0,941.0,941,1837,2,2.0,688.0,187000,True,True,False,False,True
6,1992,1992,0.0,761.0,810,1603,2,2.0,484.0,175900,False,True,False,False,False
6,1992,1993,0.0,836.0,844,1731,2,2.0,462.0,248500,False,True,False,False,False
6,1990,1991,0.0,1398.0,1398,1398,2,2.0,542.0,172000,False,True,False,False,False
6,1991,1991,0.0,1217.0,1217,1217,2,2.0,484.0,151000,False,True,False,False,False
6,1994,1994,0.0,636.0,636,1320,2,2.0,472.0,150000,True,True,False,False,False
4,1966,1966,0.0,1056.0,1056,1056,1,1.0,384.0,107000,True,False,False,False,True
5,1965,1965,0.0,828.0,965,965,1,1.0,300.0,119900,True,False,False,False,True
5,1962,1962,51.0,988.0,988,988,1,2.0,624.0,129500,True,False,False,False,True
5,1963,1963,336.0,1728.0,1728,1728,2,2.0,504.0,125000,True,False,False,False,True
6,1977,1977,0.0,0.0,1286,1654,2,2.0,528.0,119500,True,False,False,False,True
5,1962,2002,0.0,864.0,1211,1211,1,2.0,576.0,144000,True,False,False,False,True
6,1977,1995,46.0,506.0,1212,1212,1,2.0,492.0,151000,True,False,False,False,True
5,1965,1965,0.0,984.0,984,984,1,1.0,310.0,126000,True,False,False,False,True
5,1968,1968,90.0,882.0,909,909,1,1.0,294.0,116000,True,False,False,False,True
5,1963,1963,0.0,925.0,925,925,1,2.0,484.0,133500,True,True,False,False,True
5,1965,1965,0.0,1024.0,1024,1024,1,1.0,308.0,120875,True,False,False,False,True
5,1965,1965,114.0,935.0,935,935,1,1.0,288.0,137000,True,False,False,False,True
5,1964,1964,0.0,912.0,912,912,1,0.0,0.0,124000,True,False,False,False,True
5,1961,1994,0.0,912.0,1236,1236,1,1.0,288.0,135000,True,False,False,False,True
5,1967,1967,0.0,912.0,941,941,1,1.0,288.0,129200,True,False,False,False,True
7,1974,1974,145.0,1748.0,2151,2646,2,2.0,550.0,260000,False,False,False,False,False
8,1991,1992,284.0,1288.0,1301,2417,2,2.0,462.0,260000,False,False,False,False,False
8,1992,1993,692.0,1334.0,1520,2826,2,3.0,888.0,334000,False,True,True,False,False
8,1993,1993,0.0,1338.0,1352,2520,2,3.0,796.0,310000,False,True,False,False,False
7,1992,2000,0.0,1095.0,1166,2295,2,2.0,590.0,268000,False,True,False,False,False
8,1994,1995,0.0,1624.0,1624,1624,2,3.0,757.0,262000,False,True,False,False,False
7,2004,2004,0.0,1143.0,1143,1143,1,2.0,588.0,176400,False,True,False,False,False
8,2005,2005,0.0,1247.0,1247,1247,1,2.0,550.0,197000,False,True,False,False,False
7,2005,2005,0.0,600.0,520,1200,2,2.0,480.0,151000,True,True,False,False,False
7,2005,2005,0.0,600.0,520,1223,2,2.0,480.0,147400,False,True,False,False,False
7,2005,2005,0.0,600.0,520,1223,2,2.0,480.0,149900,False,True,False,False,False
7,2005,2005,0.0,600.0,520,1200,2,2.0,480.0,144152,False,True,False,False,False
6,2000,2000,513.0,756.0,768,1524,2,2.0,440.0,166000,False,True,False,False,False
7,1999,1999,218.0,691.0,713,1452,2,2.0,506.0,183900,False,True,False,False,False
7,2000,2000,0.0,673.0,673,1382,2,2.0,490.0,165000,False,True,False,False,False
7,2003,2003,0.0,530.0,530,1080,2,2.0,496.0,139000,False,True,False,False,False
7,1997,1998,0.0,569.0,854,1694,2,1.0,434.0,200000,False,True,False,False,False
8,2001,2002,0.0,1568.0,1568,1568,2,2.0,564.0,221000,False,True,False,False,False
8,1995,1996,0.0,1494.0,1494,1494,1,2.0,481.0,270000,False,True,False,True,False
6,1977,1977,0.0,1208.0,1208,1208,1,2.0,546.0,165000,False,False,False,False,True
8,1980,1980,0.0,1235.0,1235,1235,1,2.0,484.0,214000,False,False,False,False,True
8,1980,1980,0.0,1036.0,1036,1036,1,2.0,484.0,188000,False,False,False,False,False
8,1980,1980,0.0,1226.0,1226,1226,1,2.0,484.0,190000,False,False,False,False,False
8,1978,1978,0.0,1226.0,1226,1226,1,2.0,484.0,170000,False,False,False,False,False
5,1972,1972,144.0,1153.0,1193,1193,2,2.0,501.0,146500,True,False,False,False,True
7,1968,1992,143.0,570.0,1222,1920,3,2.0,487.0,170000,True,False,False,False,False
7,1968,2003,0.0,1568.0,2156,2156,2,2.0,508.0,262500,True,False,False,False,True
6,1968,1968,420.0,708.0,708,1416,2,2.0,776.0,179900,True,False,False,False,True
6,1968,1984,220.0,1054.0,1512,2654,2,2.0,619.0,250000,True,False,False,False,False
